opportunity_id,account_id,contact_id,sales_rep_id,created_at,amount,pipeline_stage,current_stage,forecast_category,next_step_date,status,actual_close,loss_reason
1247,1962,1803,38,2023-01-03,15693,4,Negotiation,Commit,2023-01-04,open,,
1248,1962,1803,38,2023-01-07,7844,2,Demo,Best Case,2023-02-03,open,,
1249,3708,1807,1,2023-03-26,18700,3,Proposal,Omit,2023-03-18,open,,
1257,1104,1820,12,2023-01-05,13586,5,Closed,Omit,2023-01-09,won,2023-04-21,
1258,1104,1820,12,2023-01-10,18612,2,Demo,Omit,2023-01-02,open,,
1263,1433,1826,25,2023-03-21,67952,2,Demo,Commit,2023-01-03,open,,
1264,1433,1826,25,2023-03-15,27553,2,Demo,Omit,2020-01-01,open,,
1265,1433,1826,25,2023-03-16,71183,5,Closed,Best Case,2023-01-06,won,2023-05-06,
1274,1763,1835,21,2023-01-11,24202,4,Negotiation,Omit,2020-01-01,open,,
1275,1763,1835,21,2023-01-02,5795,5,Closed,Best Case,2023-01-07,won,2023-03-13,
1293,1654,1872,32,2023-01-03,18130,2,Demo,Commit,2023-03-19,open,,
1294,1654,1872,32,2023-01-08,15094,5,Closed,Best Case,2023-01-11,won,2023-03-10,
1295,1654,1872,32,2023-01-01,23610,1,Discovery,Commit,2023-01-10,open,,
1299,1456,1880,5,2023-01-02,9488,2,Demo,Best Case,2023-01-11,open,,
1300,1456,1880,5,2023-01-08,8096,2,Demo,Commit,2020-01-01,open,,
1304,1669,1883,39,2023-01-11,22620,5,Closed,Omit,2023-01-10,won,2023-03-06,
1305,1669,1882,39,2023-01-08,18888,2,Demo,Omit,2023-03-22,open,,
1310,1963,1886,21,2023-01-09,43908,5,Closed,Best Case,2020-01-01,won,2023-05-03,
1324,971,,6,2023-03-03,16488,1,Discovery,Omit,2023-01-10,open,,
1350,2846,,16,2023-01-04,16246,5,Closed,Best Case,2023-01-07,lost,2023-04-30,timing
1351,2846,1934,16,2023-01-09,23787,5,Closed,Omit,2023-01-01,won,2023-03-20,
1352,2846,1934,16,2023-01-02,20718,1,Discovery,Omit,2023-01-11,open,,
1357,3513,1948,36,2023-03-11,16004,5,Closed,Commit,2023-03-24,won,2023-04-07,
1358,3513,1947,36,2023-03-15,16076,1,Discovery,Omit,2023-02-01,open,,
1360,2115,1952,15,2023-01-11,24187,5,Closed,Omit,2023-01-10,lost,2023-04-17,no_budget
1361,2115,1953,15,2023-01-07,21983,5,Closed,Commit,2023-03-24,lost,2023-02-26,no_decision
1362,2115,1952,15,2023-01-09,15791,1,Discovery,Commit,2020-01-01,open,,
1370,1510,1963,30,2023-01-11,222684,2,Demo,Omit,2023-03-05,open,,
1371,1510,1963,30,2023-01-08,120238,5,Closed,Best Case,2023-01-08,won,2023-02-09,
1376,3138,1978,16,2023-02-06,22911,5,Closed,Omit,2023-01-04,won,2023-03-20,
1393,2485,2002,38,2023-01-01,24977,5,Closed,Best Case,2020-01-01,won,2023-01-22,
1399,1194,2010,8,2023-01-10,42645,3,Proposal,Best Case,2023-01-08,open,,
1402,681,2012,8,2023-01-08,83117,2,Demo,Omit,2023-03-18,open,,
1427,1952,2046,22,2023-01-12,13950,3,Proposal,Omit,2023-01-05,open,,
1428,1952,2046,22,2023-01-17,19362,3,Proposal,Best Case,2023-01-04,open,,
1433,3259,2059,22,2023-01-10,95718,3,Proposal,Commit,2023-01-05,open,,
1434,3710,2060,7,2023-01-01,23169,5,Closed,Best Case,2023-01-02,won,2023-02-14,
1437,1004,2063,24,2023-01-08,90821,5,Closed,Best Case,2020-01-01,won,2023-02-06,
1438,1004,2064,24,2023-01-07,79261,3,Proposal,Omit,2023-01-03,open,,
1439,1004,2063,24,2023-01-03,72517,5,Closed,Best Case,2023-01-28,won,2023-02-12,
1443,3874,2072,23,2023-01-08,8534,2,Demo,Commit,2023-01-03,open,,
1444,3874,2070,23,2023-01-06,22371,5,Closed,Best Case,2023-01-18,won,2023-02-27,
1445,3874,2072,23,2023-01-03,24577,1,Discovery,Commit,2023-02-26,open,,
1458,3719,2097,5,2023-01-09,316808,1,Discovery,Omit,2023-01-06,open,,
1459,3719,2097,5,2023-01-07,407734,2,Demo,Best Case,2023-01-09,open,,
1460,3719,2097,5,2023-01-14,184847,0,Qualification,Commit,2023-02-05,open,,
1461,3719,2096,5,2023-01-08,124532,2,Demo,Omit,2023-03-17,open,,
1473,2952,2118,11,2023-01-05,17958,3,Proposal,Omit,2023-01-08,open,,
1475,708,2124,31,2023-02-18,13894,3,Proposal,Commit,2023-01-03,open,,
1476,708,2124,31,2023-02-18,15533,2,Demo,Commit,2023-01-06,open,,
1477,708,2126,31,2023-02-15,19321,3,Proposal,Omit,2023-01-02,open,,
1483,1293,2136,12,2023-01-01,17069,5,Closed,Commit,2023-01-06,lost,2023-01-20,timing
1484,1293,2136,12,2023-01-10,21637,1,Discovery,Best Case,2023-01-04,open,,
1490,2768,2150,35,2023-01-05,22294,5,Closed,Omit,2023-02-13,won,2023-01-25,
1495,2104,2164,27,2023-01-09,19628,1,Discovery,Best Case,2023-03-06,open,,
1498,1102,2168,34,2023-01-02,410392,2,Demo,Commit,2023-01-06,open,,
1499,1102,2168,34,2023-01-01,251774,5,Closed,Omit,2020-01-01,won,2023-03-28,
1500,1102,2168,34,2023-01-02,209038,5,Closed,Omit,2023-01-06,won,2023-01-19,
1514,2735,2199,46,2023-03-13,13363,5,Closed,Commit,2020-01-01,won,2023-05-28,
1517,2983,2209,6,2023-03-16,301916,5,Closed,Commit,2023-01-07,won,2023-06-15,
1518,2983,2210,6,2023-03-17,208946,2,Demo,Best Case,2023-01-01,open,,
1526,1496,2222,37,2023-01-02,17504,5,Closed,Best Case,2023-01-01,lost,2023-04-27,timing
1530,2534,2232,35,2023-01-01,17298,1,Discovery,Omit,2023-01-11,open,,
1531,2534,2231,35,2023-01-09,15068,5,Closed,Best Case,2023-03-01,won,2023-02-12,
1532,2534,2231,35,2023-01-03,13724,2,Demo,Best Case,2023-01-01,open,,
1533,2534,2233,35,2023-01-10,15382,2,Demo,Best Case,2023-01-05,open,,
1545,2263,2245,3,2023-03-26,62618,5,Closed,Best Case,2023-01-19,lost,2023-04-25,no_budget
1546,2263,2244,3,2023-03-31,41385,5,Closed,Commit,2023-03-13,won,2023-07-10,
1547,1220,2251,25,2023-01-09,11488,2,Demo,Omit,2023-03-21,open,,
1552,270,2261,22,2023-03-07,80511,3,Proposal,Omit,2023-01-07,open,,
1553,270,2261,22,2023-03-08,82056,5,Closed,Omit,2023-03-16,won,2023-05-15,
1570,2971,2283,44,2023-01-19,12378,5,Closed,Omit,2023-03-23,won,2023-03-13,
1571,2971,2283,44,2023-01-26,14686,4,Negotiation,Omit,2023-01-15,open,,
1573,1827,2287,49,2023-01-06,83947,2,Demo,Best Case,2023-01-05,open,,
1574,1827,2287,49,2023-01-09,62660,5,Closed,Commit,2023-01-07,won,2023-02-28,
1575,1827,2289,49,2023-01-04,39163,4,Negotiation,Best Case,2023-02-12,open,,
1576,1827,,49,2023-01-05,45942,3,Proposal,Commit,2020-01-01,open,,
1584,497,2302,5,2023-01-07,18950,1,Discovery,Commit,2023-01-01,open,,
1590,811,2314,4,2023-03-29,94065,5,Closed,Best Case,2023-01-03,won,2023-06-14,
1591,811,2314,4,2023-03-29,94199,2,Demo,Best Case,2023-01-02,open,,
1592,811,2314,4,2023-03-31,62126,2,Demo,Omit,2023-01-06,open,,
1599,2253,2322,13,2023-01-05,5332,5,Closed,Best Case,2023-01-04,won,2023-04-24,
1603,2627,2330,10,2023-01-15,334905,2,Demo,Commit,2023-03-26,open,,
1604,297,2332,44,2023-03-11,17291,5,Closed,Best Case,2023-01-17,won,2023-03-17,
1607,1877,2340,26,2023-01-24,17486,2,Demo,Best Case,2023-01-01,open,,
1615,3014,2352,5,2023-02-25,14347,5,Closed,Omit,2023-01-14,won,2023-06-10,
1619,1673,2359,25,2023-01-09,61591,5,Closed,Commit,2023-01-04,won,2023-01-16,
1620,1673,2359,25,2023-01-05,31463,5,Closed,Best Case,2023-01-11,won,2023-05-03,
1621,1673,2359,25,2023-01-03,29061,2,Demo,Omit,2020-01-01,open,,
1628,2570,2368,37,2023-01-23,15487,3,Proposal,Omit,2020-01-01,open,,
1629,2570,2368,37,2023-01-19,24916,5,Closed,Commit,2023-01-09,lost,2023-03-07,no_decision
1636,3160,2379,31,2023-01-21,64244,5,Closed,Best Case,2023-01-09,won,2023-04-21,
1637,3160,2379,31,2023-01-18,89841,2,Demo,Commit,2023-03-18,open,,
1648,3508,2387,26,2023-01-09,22448,2,Demo,Commit,2023-01-15,open,,
1649,3508,2388,26,2023-01-02,21788,2,Demo,Best Case,2023-01-01,open,,
1658,2148,2402,23,2023-01-11,17847,5,Closed,Commit,2023-01-08,won,2023-03-29,
1660,2918,2412,14,2023-01-03,21755,2,Demo,Omit,2023-03-18,open,,
1673,2689,2448,37,2023-01-07,43216,4,Negotiation,Omit,2023-01-26,open,,
1688,1627,2471,22,2023-01-07,24724,5,Closed,Best Case,2020-01-01,won,2023-02-28,
1689,1627,2470,22,2023-01-05,23952,2,Demo,Commit,2023-01-01,open,,
1717,755,2513,3,2023-03-01,21158,3,Proposal,Best Case,2020-01-01,open,,
1718,755,2512,3,2023-03-01,21013,2,Demo,Commit,2023-01-07,open,,
1722,2582,2521,33,2023-01-07,14687,1,Discovery,Commit,2023-02-15,open,,
1723,2582,2521,33,2023-01-08,10797,5,Closed,Commit,2023-01-04,won,2023-04-22,
1725,3595,,20,2023-01-06,57855,2,Demo,Commit,2023-01-09,open,,
1726,3595,2527,20,2023-01-06,74224,5,Closed,Best Case,2023-01-21,won,2023-02-16,
1727,2998,2530,27,2023-01-07,22146,1,Discovery,Best Case,2023-01-19,open,,
1732,2857,2536,10,2023-01-18,12352,4,Negotiation,Best Case,2020-01-01,open,,
1746,1864,2558,27,2023-01-04,6403,3,Proposal,Best Case,2023-01-07,open,,
1749,2580,2573,4,2023-01-29,23477,0,Qualification,Commit,2023-03-31,open,,
1757,3687,2585,17,2023-01-06,61631,4,Negotiation,Best Case,2023-01-09,open,,
1758,3687,2585,17,2023-01-05,98633,5,Closed,Omit,2023-03-17,won,2023-01-18,
1762,684,2598,1,2023-01-09,9859,1,Discovery,Commit,2023-01-04,open,,
1770,2417,2608,44,2023-01-08,17874,5,Closed,Omit,2023-01-09,won,2023-03-08,
1771,2417,2608,44,2023-01-04,21751,2,Demo,Commit,2023-01-05,open,,
1774,3485,2611,38,2023-01-01,11571,3,Proposal,Omit,2023-01-02,open,,
1775,3485,2611,38,2023-01-04,10684,2,Demo,Best Case,2020-01-01,open,,
1778,2602,2621,32,2023-01-01,23613,3,Proposal,Commit,2020-01-01,open,,
1784,2129,2629,49,2023-02-04,21299,5,Closed,Best Case,2023-01-03,won,2023-03-30,
1785,2129,2630,49,2023-02-05,16691,5,Closed,Best Case,2023-01-04,won,2023-04-01,
1786,2129,2628,49,2023-02-07,7888,0,Qualification,Commit,2023-01-05,open,,
1788,1122,2638,11,2023-03-04,22583,5,Closed,Best Case,2023-01-04,won,2023-05-25,
1795,3248,2659,11,2023-03-07,9777,2,Demo,Best Case,2023-01-07,open,,
1796,3248,2659,11,2023-03-06,11392,3,Proposal,Best Case,2023-01-17,open,,
1797,3248,2659,11,2023-03-13,14664,2,Demo,Omit,2023-01-04,open,,
1813,858,2684,34,2023-03-29,11235,5,Closed,Commit,2023-02-01,won,2023-04-24,
1820,3982,2694,13,2023-01-07,6576,3,Proposal,Commit,2023-01-09,open,,
1821,3982,2694,13,2023-01-07,6768,5,Closed,Best Case,2023-01-07,won,2023-02-04,
1822,779,2698,3,2023-01-05,402112,3,Proposal,Commit,2023-01-09,open,,
1823,779,2698,3,2023-01-04,244376,5,Closed,Omit,2023-01-08,won,2023-01-12,
1824,779,2698,3,2023-01-10,219562,3,Proposal,Omit,2023-01-11,open,,
1831,3473,2711,38,2023-01-02,70416,2,Demo,Omit,2023-01-16,open,,
1832,3473,2711,38,2023-01-06,41557,5,Closed,Omit,2023-01-03,won,2023-01-26,
1836,2666,2716,6,2023-01-11,6035,5,Closed,Best Case,2023-01-10,won,2023-05-01,
1837,2666,2717,6,2023-01-04,5512,1,Discovery,Commit,2020-01-01,open,,
1838,2666,2718,6,2023-01-11,7766,5,Closed,Best Case,2023-01-06,won,2023-02-08,
1839,2666,2717,6,2023-01-09,14215,2,Demo,Omit,2023-01-06,open,,
1850,3334,2730,50,2023-03-28,232798,4,Negotiation,Omit,2023-01-01,open,,
1854,1,2739,36,2023-01-02,52878,5,Closed,Commit,2023-01-07,won,2023-01-27,
1855,1,2739,36,2023-01-10,53937,5,Closed,Omit,2020-01-01,won,2023-02-25,
1860,3280,2751,9,2023-01-03,54924,4,Negotiation,Best Case,2020-01-01,open,,
1861,3280,2751,9,2023-01-04,47628,1,Discovery,Omit,2023-03-23,open,,
1862,3280,2750,9,2023-01-10,64369,3,Proposal,Commit,2023-01-01,open,,
1863,3280,2751,9,2023-01-03,25716,1,Discovery,Best Case,2020-01-01,open,,
1870,2604,2758,20,2023-01-07,13295,5,Closed,Omit,2023-01-09,won,2023-04-09,
1871,2604,2758,20,2023-01-04,14552,5,Closed,Omit,2023-01-09,won,2023-01-28,
1872,2604,2758,20,2023-01-03,24182,3,Proposal,Omit,2023-01-20,open,,
1873,3993,,3,2023-01-08,13776,5,Closed,Omit,2023-01-03,won,2023-03-13,
1883,2526,2776,23,2023-01-02,50974,5,Closed,Omit,2023-01-10,won,2023-01-07,
1884,2526,2776,23,2023-01-01,84984,5,Closed,Best Case,2023-01-30,lost,2023-01-24,no_decision
1896,2503,2802,1,2023-01-03,16896,3,Proposal,Best Case,2023-02-28,open,,
1897,1264,2807,49,2023-01-04,12851,3,Proposal,Omit,2023-01-07,open,,
1905,3850,2819,1,2023-01-27,8314,3,Proposal,Omit,2023-01-09,open,,
1906,3850,2817,1,2023-01-28,22172,5,Closed,Best Case,2023-01-07,lost,2023-02-09,timing
1933,9,2853,29,2023-01-02,12964,0,Qualification,Best Case,2023-01-01,open,,
1964,2167,2899,30,2023-01-05,83108,2,Demo,Commit,2023-01-01,open,,
1965,2167,2899,30,2023-01-04,88866,2,Demo,Commit,2023-01-11,open,,
1968,3379,2902,27,2023-01-10,14989,3,Proposal,Best Case,2023-01-01,open,,
1969,3379,2902,27,2023-01-03,9353,2,Demo,Commit,2023-01-20,open,,
1970,180,2903,6,2023-01-06,6974,2,Demo,Best Case,2023-02-09,open,,
1971,180,2903,6,2023-01-08,7694,2,Demo,Omit,2023-01-04,open,,
1973,1251,2909,7,2023-02-05,20952,5,Closed,Best Case,2023-01-15,lost,2023-05-02,no_decision
1974,1251,2910,7,2023-02-01,23644,2,Demo,Best Case,2023-03-27,open,,
1996,1756,2948,1,2023-01-11,5393,2,Demo,Best Case,2023-01-11,open,,
1997,1756,2948,1,2023-01-09,8866,5,Closed,Commit,2023-01-11,won,2023-02-11,
1998,1756,2948,1,2023-01-06,16554,5,Closed,Best Case,2020-01-01,lost,2023-04-13,feature_gap
2003,2388,2954,25,2023-02-10,63717,2,Demo,Commit,2023-01-10,open,,
2004,2388,2954,25,2023-02-05,74658,1,Discovery,Best Case,2023-01-12,open,,
2015,3854,2976,22,2023-01-09,93545,3,Proposal,Omit,2023-01-03,open,,
2019,3596,2979,14,2023-01-09,12606,5,Closed,Best Case,2023-03-01,won,2023-04-12,
2024,1197,2986,42,2023-01-12,94656,5,Closed,Commit,2023-01-07,won,2023-02-18,
2025,1197,2985,42,2023-01-15,90579,5,Closed,Best Case,2023-01-11,won,2023-04-13,
2027,3352,2990,24,2023-01-20,12520,5,Closed,Best Case,2023-01-06,won,2023-05-19,
2028,3352,2990,24,2023-01-17,23808,5,Closed,Best Case,2023-01-06,won,2023-02-06,
2037,1472,3007,2,2023-01-07,84798,2,Demo,Best Case,2023-01-03,open,,
2038,1472,3007,2,2023-01-02,63122,5,Closed,Omit,2023-01-31,won,2023-03-02,
2039,1970,3010,48,2023-02-12,36138,1,Discovery,Omit,2023-01-07,open,,
2040,2731,3011,45,2023-01-07,22534,5,Closed,Omit,2023-01-06,won,2023-03-07,
2069,1170,3047,31,2023-01-02,23940,5,Closed,Best Case,2023-01-11,won,2023-01-12,
2070,1170,3047,31,2023-01-07,16000,3,Proposal,Omit,2020-01-01,open,,
2071,987,3048,2,2023-01-07,23993,5,Closed,Best Case,2023-01-05,won,2023-03-29,
2074,1333,3057,42,2023-01-03,51566,5,Closed,Commit,2023-01-05,lost,2023-03-10,no_budget
2089,840,3072,26,2023-01-04,19849,5,Closed,Best Case,2023-01-03,lost,2023-04-12,feature_gap
2090,840,3071,26,2023-01-09,17072,5,Closed,Omit,2023-01-07,won,2023-03-24,
2091,3959,3073,31,2023-01-10,82351,4,Negotiation,Commit,2023-03-14,open,,
2092,3959,3074,31,2023-01-05,79002,5,Closed,Commit,2023-01-02,won,2023-04-15,
2093,3959,3073,31,2023-01-07,86346,5,Closed,Omit,2023-01-04,won,2023-04-07,
2094,3959,3074,31,2023-01-10,54614,3,Proposal,Omit,2023-01-15,open,,
2095,1035,3075,18,2023-01-11,5895,5,Closed,Omit,2023-01-10,won,2023-04-28,
2096,1035,3075,18,2023-01-03,5831,1,Discovery,Commit,2023-01-06,open,,
2103,2098,3089,14,2023-01-10,62417,5,Closed,Omit,2023-01-11,won,2023-04-18,
2104,2098,3089,14,2023-01-01,60092,2,Demo,Omit,2020-01-01,open,,
2105,2098,3089,14,2023-01-11,89227,5,Closed,Commit,2023-01-09,won,2023-01-18,
2114,1793,3103,20,2023-01-10,5687,5,Closed,Omit,2023-01-08,lost,2023-01-21,no_budget
2115,1793,3103,20,2023-01-03,20556,5,Closed,Best Case,2023-01-10,won,2023-01-21,
2120,3951,3106,9,2023-03-01,8218,2,Demo,Commit,2020-01-01,open,,
2121,3951,3106,9,2023-02-23,8485,1,Discovery,Omit,2023-01-09,open,,
2129,1444,3117,36,2023-01-06,16803,3,Proposal,Commit,2023-03-23,open,,
2130,1444,3117,36,2023-01-05,20349,5,Closed,Commit,2023-01-04,won,2023-03-12,
2139,3998,3126,3,2023-01-01,72048,5,Closed,Best Case,2023-01-03,won,2023-01-07,
2140,3998,3126,3,2023-01-06,32732,5,Closed,Omit,2023-01-03,won,2023-04-11,
2148,2548,3140,14,2023-01-07,13438,3,Proposal,Omit,2020-01-01,open,,
2157,1691,3157,30,2023-01-06,16675,5,Closed,Omit,2023-01-08,won,2023-01-14,
2160,1286,3168,49,2023-01-05,19897,5,Closed,Commit,2023-01-15,won,2023-03-08,
2161,848,3171,31,2023-01-10,16719,2,Demo,Best Case,2023-01-04,open,,
2166,1527,3178,5,2023-01-06,25183,3,Proposal,Omit,2023-01-13,open,,
2167,3455,3182,38,2023-01-09,9641,0,Qualification,Best Case,2023-01-01,open,,
2168,830,3190,27,2023-03-18,13988,1,Discovery,Best Case,2023-01-09,open,,
2169,830,3190,27,2023-03-11,20392,3,Proposal,Commit,2023-01-09,open,,
2170,830,3190,27,2023-03-11,20279,2,Demo,Best Case,2023-01-02,open,,
2171,830,3190,27,2023-03-19,11006,1,Discovery,Best Case,2023-01-06,open,,
2184,3287,3225,9,2023-01-07,13544,5,Closed,Commit,2023-02-28,lost,2023-01-22,feature_gap
2185,3287,3226,9,2023-01-02,13449,5,Closed,Commit,2020-01-01,won,2023-01-21,
2188,2603,3229,43,2023-02-18,59879,1,Discovery,Omit,2023-01-05,open,,
2189,2603,3228,43,2023-02-10,84527,5,Closed,Omit,2023-02-04,lost,2023-03-30,timing
2209,3468,3265,29,2023-01-09,15137,5,Closed,Best Case,2023-01-10,won,2023-02-25,
2210,3468,3266,29,2023-01-09,6066,5,Closed,Commit,2023-01-01,won,2023-03-20,
2223,3037,3285,24,2023-01-08,40656,5,Closed,Best Case,2020-01-01,won,2023-02-20,
2241,246,3312,8,2023-01-24,7281,5,Closed,Omit,2023-03-06,lost,2023-02-19,no_decision
2242,246,3312,8,2023-01-28,11911,5,Closed,Commit,2023-01-07,won,2023-02-07,
2243,246,3312,8,2023-01-24,22408,3,Proposal,Omit,2023-01-03,open,,
2244,246,3312,8,2023-01-26,20257,5,Closed,Omit,2023-01-11,won,2023-04-27,
2254,951,3324,6,2023-01-06,95149,5,Closed,Omit,2023-01-01,won,2023-04-13,
2261,3720,3331,26,2023-01-02,21311,5,Closed,Commit,2023-01-01,won,2023-03-31,
2277,563,3363,18,2023-01-10,491753,5,Closed,Best Case,2023-01-09,lost,2023-02-20,no_decision
2278,563,3361,18,2023-01-08,287161,4,Negotiation,Omit,2023-01-11,open,,
2280,976,3370,37,2023-03-24,14562,4,Negotiation,Best Case,2023-01-09,open,,
2292,3042,3384,9,2023-01-05,12937,5,Closed,Best Case,2023-02-04,won,2023-02-18,
2293,3042,3384,9,2023-01-02,21232,5,Closed,Commit,2023-01-02,won,2023-03-11,
2294,3042,3384,9,2023-01-01,6346,3,Proposal,Commit,2023-01-07,open,,
2295,3042,3384,9,2023-01-03,6420,1,Discovery,Best Case,2023-02-18,open,,
2304,3940,3394,9,2023-01-06,34160,5,Closed,Best Case,2023-01-05,won,2023-02-06,
2307,2578,3400,7,2023-01-11,72041,5,Closed,Best Case,2020-01-01,lost,2023-02-14,no_decision
2308,2578,3400,7,2023-01-11,94596,5,Closed,Commit,2020-01-01,lost,2023-03-22,timing
2309,2578,3399,7,2023-01-11,66162,5,Closed,Commit,2023-01-03,won,2023-03-25,
2315,787,3406,18,2023-01-09,8743,3,Proposal,Omit,2023-01-06,open,,
2316,787,3406,18,2023-01-07,17704,3,Proposal,Commit,2023-01-04,open,,
2322,1175,3435,31,2023-01-09,24233,5,Closed,Omit,2023-01-26,won,2023-02-28,
2323,1175,3434,31,2023-01-09,9485,3,Proposal,Omit,2020-01-01,open,,
2337,2206,3452,49,2023-01-03,14105,1,Discovery,Omit,2023-01-05,open,,
2344,714,3470,30,2023-01-10,7681,1,Discovery,Commit,2023-03-08,open,,
2357,3231,3505,40,2023-03-23,42791,3,Proposal,Commit,2023-01-09,open,,
2358,3231,3506,40,2023-03-29,74863,0,Qualification,Omit,2023-01-10,open,,
2379,1993,3530,1,2023-02-23,9033,5,Closed,Best Case,2023-01-20,won,2023-06-13,
2382,1329,3539,20,2023-03-08,24704,2,Demo,Omit,2023-01-02,open,,
2383,1329,3541,20,2023-03-05,16563,5,Closed,Commit,2023-01-10,won,2023-05-21,
2384,1329,,20,2023-03-06,24042,3,Proposal,Omit,2023-01-05,open,,
2385,1329,3541,20,2023-03-08,11080,2,Demo,Commit,2023-02-06,open,,
2393,2372,3549,31,2023-01-08,16051,2,Demo,Best Case,2023-01-07,open,,
2394,2372,3548,31,2023-01-03,14670,4,Negotiation,Omit,2023-01-11,open,,
2398,1594,3558,33,2023-01-10,18525,5,Closed,Commit,2023-01-01,won,2023-02-16,
2399,1594,3558,33,2023-01-03,16523,5,Closed,Omit,2023-01-05,lost,2023-02-23,timing
2400,46,3559,46,2023-01-06,50052,5,Closed,Best Case,2023-01-04,won,2023-02-19,
2401,46,3559,46,2023-01-03,32988,5,Closed,Best Case,2020-01-01,won,2023-03-24,
2402,46,3559,46,2023-01-05,96018,5,Closed,Best Case,2023-01-11,won,2023-02-05,
2403,909,3560,19,2023-01-08,99966,5,Closed,Omit,2023-01-01,won,2023-01-18,
2404,909,3560,19,2023-01-01,86647,3,Proposal,Omit,2023-01-02,open,,
2405,909,3560,19,2023-01-05,66176,5,Closed,Omit,2023-01-11,won,2023-04-28,
2406,3952,3563,17,2023-01-09,5072,5,Closed,Omit,2023-03-20,won,2023-03-15,
2407,3952,3563,17,2023-01-06,19259,5,Closed,Omit,2020-01-01,won,2023-02-03,
2409,1517,3571,11,2023-03-27,16058,5,Closed,Commit,2023-01-08,won,2023-05-01,
2410,1517,3571,11,2023-03-24,13284,5,Closed,Best Case,2023-01-28,won,2023-06-22,
2425,365,3588,7,2023-01-01,16290,5,Closed,Omit,2023-01-01,won,2023-03-12,
2426,365,3588,7,2023-01-06,12890,1,Discovery,Best Case,2023-02-13,open,,
2437,1828,3609,2,2023-01-10,61837,1,Discovery,Best Case,2023-03-15,open,,
2447,611,3619,32,2023-02-26,26552,5,Closed,Omit,2023-01-07,won,2023-06-18,
2448,1922,3621,1,2023-01-05,45009,5,Closed,Commit,2023-01-09,won,2023-05-03,
2449,1922,3621,1,2023-01-08,54453,5,Closed,Omit,2023-01-01,lost,2023-03-29,timing
2450,1922,3622,1,2023-01-02,87981,5,Closed,Commit,2023-01-07,won,2023-03-13,
2466,1935,3647,37,2023-01-03,12458,2,Demo,Best Case,2023-03-15,open,,
2483,2226,3662,37,2023-03-11,17534,5,Closed,Omit,2023-01-10,lost,2023-04-25,feature_gap
2493,2719,3671,17,2023-01-09,28850,5,Closed,Commit,2020-01-01,won,2023-05-02,
2494,337,3676,17,2023-02-08,24952,1,Discovery,Omit,2023-02-05,open,,
2495,337,3676,17,2023-02-07,19702,3,Proposal,Omit,2023-03-07,open,,
2496,337,3676,17,2023-02-12,7314,2,Demo,Commit,2023-01-05,open,,
2497,631,3679,6,2023-01-10,14772,5,Closed,Commit,2020-01-01,lost,2023-03-24,timing
2498,3502,3680,20,2023-01-09,6698,1,Discovery,Omit,2023-01-08,open,,
2499,3502,,20,2023-01-07,24128,1,Discovery,Best Case,2023-02-04,open,,
2502,2912,3687,6,2023-01-03,12790,1,Discovery,Omit,2023-03-29,open,,
2507,737,3694,36,2023-03-09,9923,1,Discovery,Commit,2023-01-01,open,,
2511,2717,8059,34,2023-01-08,36922,5,Closed,Omit,2023-01-18,lost,2023-05-01,feature_gap
2512,2717,8059,34,2023-01-01,53447,2,Demo,Commit,2020-01-01,open,,
2516,1263,3709,36,2023-01-06,6815,5,Closed,Commit,2023-01-04,won,2023-02-07,
2520,3429,3720,26,2023-01-01,59217,5,Closed,Best Case,2020-01-01,won,2023-03-29,
2521,3429,3720,26,2023-01-05,65240,5,Closed,Omit,2023-01-04,lost,2023-01-19,timing
2522,3429,3719,26,2023-01-06,73024,2,Demo,Commit,2020-01-01,open,,
2526,543,3727,31,2023-01-02,7389,1,Discovery,Best Case,2023-03-22,open,,
2527,543,3727,31,2023-01-08,18653,2,Demo,Commit,2023-01-01,open,,
2528,543,3727,31,2023-01-08,7148,5,Closed,Omit,2023-01-09,won,2023-02-11,
2529,543,3727,31,2023-01-10,9009,5,Closed,Best Case,2023-01-08,won,2023-02-26,
2532,3401,3733,14,2023-01-03,17659,3,Proposal,Commit,2023-01-08,open,,
2533,3401,3732,14,2023-01-04,10448,2,Demo,Best Case,2023-01-09,open,,
2534,1511,3738,30,2023-03-13,7362,2,Demo,Omit,2023-03-15,open,,
2536,3579,3744,34,2023-01-05,12066,5,Closed,Omit,2023-01-10,won,2023-02-12,
2548,958,3768,1,2023-01-02,8282,5,Closed,Best Case,2023-01-02,won,2023-02-12,
2549,958,3769,1,2023-01-09,12701,2,Demo,Commit,2023-01-10,open,,
2550,958,3768,1,2023-01-01,19980,5,Closed,Best Case,2023-03-18,won,2023-04-30,
2551,958,3770,1,2023-01-02,5975,5,Closed,Best Case,2023-01-09,won,2023-01-10,
